loc;unit size
|java+compilationUnit:///src/smallsql/junit/TestLanguage.java|(2270,681,<73,1>,<97,2>);18
|java+compilationUnit:///src/smallsql/database/Join.java|(3889,914,<150,4>,<174,5>);18
|java+compilationUnit:///src/smallsql/database/ExpressionValue.java|(13159,733,<400,1>,<417,5>);18
|java+compilationUnit:///src/smallsql/database/MutableNumeric.java|(6882,913,<244,4>,<269,5>);18
|java+compilationUnit:///src/smallsql/junit/TestExceptionMethods.java|(6939,912,<199,4>,<219,5>);18
|java+compilationUnit:///src/smallsql/junit/TestTransactions.java|(14857,776,<405,1>,<424,2>);18
|java+compilationUnit:///src/smallsql/database/Table.java|(9730,740,<287,4>,<308,5>);18
|java+compilationUnit:///src/smallsql/junit/BasicTestCase.java|(2574,843,<82,1>,<99,2>);18
|java+compilationUnit:///src/smallsql/database/Index.java|(10972,611,<294,1>,<311,2>);18
|java+compilationUnit:///src/smallsql/database/TableResult.java|(3264,902,<110,1>,<137,2>);18
|java+compilationUnit:///src/smallsql/database/StorePage.java|(1924,632,<63,1>,<84,2>);18
|java+compilationUnit:///src/smallsql/database/Index.java|(16330,463,<499,1>,<516,2>);18
|java+compilationUnit:///src/smallsql/junit/TestScrollable.java|(7663,1069,<182,1>,<200,2>);17
|java+compilationUnit:///src/smallsql/junit/BenchTest.java|(5466,817,<135,4>,<156,5>);17
|java+compilationUnit:///src/smallsql/junit/TestJoins.java|(5353,858,<109,4>,<126,5>);17
|java+compilationUnit:///src/smallsql/database/SQLParser.java|(32291,683,<908,4>,<926,5>);17
|java+compilationUnit:///src/smallsql/junit/TestOther.java|(7719,619,<199,1>,<216,2>);17
|java+compilationUnit:///src/smallsql/junit/TestOrderBy.java|(7940,576,<280,1>,<300,2>);17
|java+compilationUnit:///src/smallsql/database/SSStatement.java|(2783,646,<103,4>,<119,5>);17
|java+compilationUnit:///src/smallsql/junit/TestScrollable.java|(1466,1036,<43,1>,<61,2>);17
|java+compilationUnit:///src/smallsql/junit/TestDeleteUpdate.java|(4914,918,<143,1>,<161,2>);17
|java+compilationUnit:///src/smallsql/database/DateTime.java|(2756,629,<85,1>,<101,2>);17
|java+compilationUnit:///src/smallsql/database/IndexDescriptions.java|(2535,415,<89,1>,<106,2>);17
|java+compilationUnit:///src/smallsql/database/View.java|(1611,813,<50,1>,<73,2>);17
|java+compilationUnit:///src/smallsql/database/Utils.java|(14185,1167,<418,4>,<446,5>);17
|java+compilationUnit:///src/smallsql/database/Index.java|(13249,523,<378,1>,<397,2>);17
|java+compilationUnit:///src/smallsql/junit/TestExceptionMethods.java|(8188,655,<234,4>,<250,5>);17
|java+compilationUnit:///src/smallsql/database/MutableNumeric.java|(3020,516,<101,4>,<117,5>);17
|java+compilationUnit:///src/smallsql/junit/TestScrollable.java|(2921,1045,<76,1>,<94,2>);17
|java+compilationUnit:///src/smallsql/database/Identity.java|(1701,553,<52,1>,<68,2>);17
|java+compilationUnit:///src/smallsql/junit/TestScrollable.java|(4338,1050,<108,1>,<126,2>);17
|java+compilationUnit:///src/smallsql/database/SortedResult.java|(6541,431,<236,4>,<252,5>);17
|java+compilationUnit:///src/smallsql/junit/TestDeleteUpdate.java|(1607,706,<58,1>,<77,2>);17
|java+compilationUnit:///src/smallsql/junit/TestDBMetaData.java|(7095,656,<155,4>,<171,5>);17
|java+compilationUnit:///src/smallsql/database/Distinct.java|(2027,472,<76,1>,<93,2>);17
|java+compilationUnit:///src/smallsql/junit/TestExceptionMethods.java|(4434,844,<129,4>,<150,5>);17
|java+compilationUnit:///src/smallsql/database/ExpressionFunction.java|(2525,290,<72,1>,<88,2>);17
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionConvert.java|(6319,522,<206,1>,<222,2>);16
|java+compilationUnit:///src/smallsql/database/Database.java|(3750,908,<104,4>,<126,5>);16
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(16645,649,<485,4>,<502,5>);16
|java+compilationUnit:///src/smallsql/database/SSStatement.java|(7523,598,<290,4>,<306,5>);16
|java+compilationUnit:///src/smallsql/database/SQLParser.java|(33913,679,<955,4>,<971,5>);16
|java+compilationUnit:///src/smallsql/database/LongTreeList.java|(12245,496,<423,1>,<441,2>);16
|java+compilationUnit:///src/smallsql/database/ExpressionArithmetic.java|(29624,510,<784,4>,<799,5>);16
|java+compilationUnit:///src/smallsql/junit/TestScrollable.java|(10979,1022,<271,4>,<287,5>);16
|java+compilationUnit:///src/smallsql/tools/CommandLine.java|(2238,555,<66,4>,<81,5>);16
|java+compilationUnit:///src/smallsql/database/IndexDescription.java|(8012,772,<257,1>,<275,2>);16
|java+compilationUnit:///src/smallsql/junit/TestTokenizer.java|(3285,656,<112,1>,<132,2>);16
|java+compilationUnit:///src/smallsql/database/DateTime.java|(20606,584,<672,4>,<688,5>);16
|java+compilationUnit:///src/smallsql/database/SSResultSetMetaData.java|(2749,413,<85,1>,<100,2>);16
|java+compilationUnit:///src/smallsql/database/ExpressionName.java|(3382,322,<118,4>,<133,5>);16
|java+compilationUnit:///src/smallsql/database/MutableNumeric.java|(2503,394,<80,4>,<94,5>);15
|java+compilationUnit:///src/smallsql/junit/TestAlterTable2.java|(1717,741,<53,4>,<68,5>);15
|java+compilationUnit:///src/smallsql/junit/TestOther.java|(12699,751,<310,4>,<326,5>);15
|java+compilationUnit:///src/smallsql/database/SSPreparedStatement.java|(7156,507,<212,4>,<226,5>);15
|java+compilationUnit:///src/smallsql/junit/TestGroupBy.java|(10673,706,<346,1>,<364,2>);15
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(21913,564,<639,4>,<654,5>);15
|java+compilationUnit:///src/smallsql/junit/TestDBMetaData.java|(9459,1191,<204,4>,<221,5>);15
|java+compilationUnit:///src/smallsql/database/SQLParser.java|(7384,655,<216,4>,<230,5>);15
|java+compilationUnit:///src/smallsql/junit/TestOther.java|(1456,854,<43,1>,<60,2>);15
|java+compilationUnit:///src/smallsql/junit/TestOther.java|(6406,922,<164,1>,<182,2>);15
|java+compilationUnit:///src/smallsql/junit/TestTokenizer.java|(2747,532,<93,1>,<110,2>);15
|java+compilationUnit:///src/smallsql/junit/TestExceptionMethods.java|(5715,597,<165,4>,<179,5>);15
|java+compilationUnit:///src/smallsql/database/MutableNumeric.java|(8032,341,<279,1>,<293,2>);15
|java+compilationUnit:///src/smallsql/junit/TestExceptionMethods.java|(6322,607,<182,4>,<196,5>);15
|java+compilationUnit:///src/smallsql/database/UnionAll.java|(1925,525,<61,1>,<75,2>);15
|java+compilationUnit:///src/smallsql/database/CommandSelect.java|(8672,765,<241,4>,<256,5>);15
|java+compilationUnit:///src/smallsql/database/ExpressionArithmetic.java|(2564,664,<77,4>,<95,5>);15
|java+compilationUnit:///src/smallsql/database/CommandSelect.java|(15509,518,<486,1>,<500,2>);15
|java+compilationUnit:///src/smallsql/database/ExpressionInSelect.java|(1820,445,<55,1>,<69,2>);14
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(2582,656,<81,4>,<97,5>);14
|java+compilationUnit:///src/smallsql/junit/TestDBMetaData.java|(5097,1037,<109,4>,<126,5>);14
|java+compilationUnit:///src/smallsql/database/ExpressionArithmetic.java|(31703,609,<854,4>,<872,5>);14
|java+compilationUnit:///src/smallsql/junit/TestResultSet.java|(1512,575,<48,4>,<63,5>);14
|java+compilationUnit:///src/smallsql/junit/TestOrderBy.java|(16627,553,<628,1>,<646,2>);14
|java+compilationUnit:///src/smallsql/database/TableResult.java|(4177,582,<140,1>,<156,2>);14
|java+compilationUnit:///src/smallsql/database/Index.java|(2975,1017,<85,1>,<109,5>);14
|java+compilationUnit:///src/smallsql/database/View.java|(2982,468,<98,1>,<111,2>);14
|java+compilationUnit:///src/smallsql/database/SQLTokenizer.java|(26128,506,<655,4>,<668,5>);14
|java+compilationUnit:///src/smallsql/database/Index.java|(4001,1018,<112,1>,<136,5>);14
|java+compilationUnit:///src/smallsql/database/MutableNumeric.java|(5427,756,<193,4>,<214,5>);14
|java+compilationUnit:///src/smallsql/database/language/Language.java|(11734,717,<281,1>,<306,2>);14
|java+compilationUnit:///src/smallsql/database/LongTreeList.java|(11389,847,<400,1>,<420,2>);14
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionConvert.java|(7256,362,<243,1>,<256,2>);14
|java+compilationUnit:///src/smallsql/junit/TestOrderBy.java|(16122,497,<607,1>,<625,2>);14
|java+compilationUnit:///src/smallsql/database/ExpressionArithmetic.java|(34049,730,<914,1>,<936,2>);14
|java+compilationUnit:///src/smallsql/database/Utils.java|(12523,527,<361,4>,<374,5>);14
|java+compilationUnit:///src/smallsql/database/TableResult.java|(6952,647,<236,1>,<256,2>);14
|java+compilationUnit:///src/smallsql/database/MutableNumeric.java|(5050,363,<177,4>,<190,5>);14
|java+compilationUnit:///src/smallsql/junit/TestResultSet.java|(10356,757,<262,4>,<281,5>);14
|java+compilationUnit:///src/smallsql/database/SSPreparedStatement.java|(10091,417,<292,4>,<305,5>);14
|java+compilationUnit:///src/smallsql/junit/TestTokenizer.java|(4414,768,<153,1>,<172,71>);14
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(20929,583,<604,4>,<618,5>);14
|java+compilationUnit:///src/smallsql/database/SSConnection.java|(6459,484,<198,4>,<211,5>);14
|java+compilationUnit:///src/smallsql/database/Database.java|(11911,478,<344,1>,<357,5>);14
|java+compilationUnit:///src/smallsql/database/IndexDescription.java|(3125,645,<99,1>,<118,2>);14
|java+compilationUnit:///src/smallsql/database/Table.java|(5263,599,<150,4>,<168,5>);14
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionLTrim.java|(1639,376,<52,1>,<64,2>);13
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionInsert.java|(1783,647,<54,1>,<66,2>);13
|java+compilationUnit:///src/smallsql/junit/BasicTestCase.java|(1907,433,<60,4>,<72,5>);13
|java+compilationUnit:///src/smallsql/junit/TestScrollable.java|(7154,502,<167,4>,<179,5>);13
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(26143,513,<778,4>,<790,5>);13
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(25455,513,<758,4>,<770,5>);13
|java+compilationUnit:///src/smallsql/database/Money.java|(3307,445,<115,4>,<128,5>);13
|java+compilationUnit:///src/smallsql/database/ExpressionArithmetic.java|(8012,637,<246,1>,<258,5>);13
|java+compilationUnit:///src/smallsql/database/UnionAll.java|(4386,318,<172,1>,<184,2>);13
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionInsert.java|(2439,597,<69,1>,<81,2>);13
|java+compilationUnit:///src/smallsql/database/Utils.java|(12105,410,<347,4>,<359,5>);13
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(26831,533,<798,4>,<810,5>);13
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionCase.java|(2583,301,<94,4>,<106,5>);13
|java+compilationUnit:///src/smallsql/junit/TestGroupBy.java|(4731,620,<154,1>,<166,2>);13
|java+compilationUnit:///src/smallsql/database/IndexNode.java|(9913,381,<332,1>,<344,2>);13
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionConvert.java|(2777,432,<99,1>,<111,2>);13
|java+compilationUnit:///src/smallsql/database/Expression.java|(5028,312,<187,1>,<199,2>);13
|java+compilationUnit:///src/smallsql/junit/TestScrollable.java|(5406,531,<129,4>,<141,5>);13
|java+compilationUnit:///src/smallsql/junit/TestAlterTable.java|(1958,648,<57,4>,<69,5>);13
|java+compilationUnit:///src/smallsql/database/Scrollable.java|(2667,369,<102,1>,<114,2>);13
|java+compilationUnit:///src/smallsql/database/TableResult.java|(2049,529,<60,1>,<79,2>);13
|java+compilationUnit:///src/smallsql/junit/TestDBMetaData.java|(6534,546,<140,1>,<152,2>);13
|java+compilationUnit:///src/smallsql/database/language/Language.java|(12457,676,<308,1>,<332,2>);13
|java+compilationUnit:///src/smallsql/database/Utils.java|(6659,540,<214,4>,<225,5>);12
|java+compilationUnit:///src/smallsql/database/DateTime.java|(3912,324,<129,1>,<140,2>);12
|java+compilationUnit:///src/smallsql/junit/TestFunctions.java|(22833,448,<385,4>,<396,5>);12
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(13843,511,<388,4>,<400,5>);12
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionSpace.java|(1666,315,<52,4>,<63,2>);12
|java+compilationUnit:///src/smallsql/database/SSConnection.java|(5517,550,<168,1>,<183,2>);12
|java+compilationUnit:///src/smallsql/junit/TestDBMetaData.java|(1845,951,<61,4>,<72,5>);12
|java+compilationUnit:///src/smallsql/database/ExpressionArithmetic.java|(30281,274,<807,4>,<818,5>);12
|java+compilationUnit:///src/smallsql/database/IndexNode.java|(10303,398,<347,1>,<358,2>);12
|java+compilationUnit:///src/smallsql/database/IndexDescription.java|(4691,541,<154,1>,<165,2>);12
|java+compilationUnit:///src/smallsql/database/CommandSet.java|(1494,389,<45,4>,<56,5>);12
|java+compilationUnit:///src/smallsql/junit/TestDBMetaData.java|(2814,1029,<75,4>,<86,5>);12
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionDifference.java|(1666,401,<53,1>,<64,2>);12
|java+compilationUnit:///src/smallsql/database/LongTreeList.java|(12755,788,<446,1>,<469,2>);12
|java+compilationUnit:///src/smallsql/database/ExpressionValue.java|(22096,299,<663,1>,<674,2>);12
|java+compilationUnit:///src/smallsql/database/IndexNode.java|(8384,452,<278,1>,<294,2>);12
|java+compilationUnit:///src/smallsql/database/Expressions.java|(2665,251,<107,1>,<118,2>);12
|java+compilationUnit:///src/smallsql/database/SQLParser.java|(15024,344,<447,4>,<458,5>);12
|java+compilationUnit:///src/smallsql/database/Utils.java|(5447,437,<177,4>,<188,5>);12
|java+compilationUnit:///src/smallsql/database/SortedResult.java|(5571,401,<200,1>,<212,2>);12
|java+compilationUnit:///src/smallsql/database/SortedResult.java|(2609,381,<84,1>,<95,2>);12
|java+compilationUnit:///src/smallsql/database/ExpressionArithmetic.java|(6470,630,<205,4>,<216,5>);12
|java+compilationUnit:///src/smallsql/junit/TestGroupBy.java|(4248,477,<141,1>,<152,2>);12
|java+compilationUnit:///src/smallsql/database/Index.java|(11930,392,<328,1>,<341,2>);12
|java+compilationUnit:///src/smallsql/database/IndexNode.java|(10810,385,<366,1>,<377,2>);12
|java+compilationUnit:///src/smallsql/database/IndexNode.java|(5763,709,<208,1>,<226,2>);12
|java+compilationUnit:///src/smallsql/database/TableView.java|(4461,794,<128,1>,<147,2>);12
|java+compilationUnit:///src/smallsql/junit/TestGroupBy.java|(5357,494,<168,1>,<179,2>);12
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionRTrim.java|(1639,321,<52,1>,<62,2>);11
|java+compilationUnit:///src/smallsql/junit/TestIdentifer.java|(1561,577,<53,1>,<64,2>);11
|java+compilationUnit:///src/smallsql/junit/TestThreads.java|(4508,555,<143,20>,<153,21>);11
|java+compilationUnit:///src/smallsql/database/Command.java|(3963,383,<134,4>,<144,5>);11
|java+compilationUnit:///src/smallsql/database/ExpressionArithmetic.java|(9767,453,<295,4>,<305,5>);11
|java+compilationUnit:///src/smallsql/database/Utils.java|(13065,596,<377,4>,<394,5>);11
|java+compilationUnit:///src/smallsql/database/Index.java|(15700,380,<476,1>,<486,2>);11
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(11946,369,<630,4>,<640,5>);11
|java+compilationUnit:///src/smallsql/database/ExpressionArithmetic.java|(11136,563,<335,4>,<345,5>);11
|java+compilationUnit:///src/smallsql/database/TableStorePage.java|(1822,382,<59,4>,<73,5>);11
|java+compilationUnit:///src/smallsql/junit/BenchTest.java|(30789,709,<741,4>,<752,5>);11
|java+compilationUnit:///src/smallsql/database/ExpressionArithmetic.java|(31293,398,<841,4>,<852,5>);11
|java+compilationUnit:///src/smallsql/database/MemoryStream.java|(2214,412,<75,1>,<85,2>);11
|java+compilationUnit:///src/smallsql/database/StorePageMap.java|(2384,286,<95,1>,<108,2>);11
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionCase.java|(1957,357,<67,1>,<80,2>);11
|java+compilationUnit:///src/smallsql/database/Database.java|(6931,367,<205,4>,<215,5>);11
|java+compilationUnit:///src/smallsql/junit/BasicTestCase.java|(3819,429,<111,1>,<122,2>);11
|java+compilationUnit:///src/smallsql/database/SSStatement.java|(8131,403,<309,4>,<319,5>);11
|java+compilationUnit:///src/smallsql/database/TableResult.java|(8416,422,<304,1>,<316,2>);11
|java+compilationUnit:///src/smallsql/junit/TestTransactions.java|(7734,352,<231,1>,<241,2>);11
|java+compilationUnit:///src/smallsql/database/SortedResult.java|(5155,260,<181,4>,<191,5>);11
|java+compilationUnit:///src/smallsql/junit/TestGroupBy.java|(10274,390,<332,1>,<343,2>);11
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionSubstring.java|(2405,442,<75,1>,<85,2>);11
|java+compilationUnit:///src/smallsql/junit/TestLanguage.java|(5134,489,<182,1>,<198,2>);11
|java+compilationUnit:///src/smallsql/database/Identity.java|(2260,373,<70,1>,<80,2>);11
|java+compilationUnit:///src/smallsql/database/Utils.java|(15830,447,<461,4>,<474,5>);11
|java+compilationUnit:///src/smallsql/database/SmallSQLException.java|(7217,429,<212,1>,<226,2>);11
|java+compilationUnit:///src/smallsql/junit/TestOther.java|(7337,373,<185,1>,<196,2>);11
|java+compilationUnit:///src/smallsql/database/Database.java|(5375,359,<160,1>,<173,2>);11
|java+compilationUnit:///src/smallsql/database/GroupResult.java|(3000,644,<79,1>,<95,2>);11
|java+compilationUnit:///src/smallsql/database/IndexNode.java|(4538,416,<163,1>,<177,2>);11
|java+compilationUnit:///src/smallsql/database/Table.java|(5876,335,<171,4>,<184,5>);11
|java+compilationUnit:///src/smallsql/database/Scrollable.java|(2408,250,<89,1>,<99,2>);11
|java+compilationUnit:///src/smallsql/database/CommandCreateDatabase.java|(1696,411,<50,4>,<60,5>);11
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(6559,364,<183,4>,<192,5>);10
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionCase.java|(2320,252,<82,1>,<91,2>);10
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(5079,395,<149,4>,<158,5>);10
|java+compilationUnit:///src/smallsql/database/CommandDelete.java|(1473,269,<48,1>,<58,2>);10
|java+compilationUnit:///src/smallsql/junit/TestExceptionMethods.java|(5288,417,<153,4>,<162,5>);10
|java+compilationUnit:///src/smallsql/database/FileIndexNode.java|(2481,458,<80,4>,<89,2>);10
|java+compilationUnit:///src/smallsql/junit/TestExceptionMethods.java|(7869,309,<222,4>,<231,5>);10
|java+compilationUnit:///src/smallsql/database/SSResultSetMetaData.java|(3311,240,<108,1>,<117,2>);10
|java+compilationUnit:///src/smallsql/database/IndexDescriptions.java|(2033,309,<70,1>,<79,2>);10
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(6501,357,<190,4>,<199,5>);10
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionRepeat.java|(1964,312,<61,1>,<70,2>);10
|java+compilationUnit:///src/smallsql/database/MemoryStream.java|(3776,392,<137,1>,<146,2>);10
|java+compilationUnit:///src/smallsql/junit/TestGroupBy.java|(3850,392,<130,1>,<139,2>);10
|java+compilationUnit:///src/smallsql/database/GroupResult.java|(7798,560,<230,1>,<245,2>);10
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(6231,322,<173,4>,<182,5>);10
